"decade","start_year","end_year","metric_name","metric_category","comparison","n_sims","diff_median","diff_mean","diff_sd","diff_q05","diff_q25","diff_q75","diff_q95","z_median","value_median","value_q25","value_q75","n_valid","prop_outside_b0_90","prop_outside_b0_98","prop_below_b0_q05","prop_above_b0_q95","b0_median","b0_sd"
"1891-1900",1891,1900,"large_fish_indicator","structural","absolute",2111,0.00100398911240862,0.00203049124096174,0.00306778053143647,6.77015405474157e-05,0.000430478631845088,0.00239730818386585,0.00732417470561492,0.0194808322418456,0.931207252828241,0.912460053254416,0.942936935880369,2111,0.10279488394126,0.0208432022738039,0.0450023685457129,0.0577925153955471,0.930062637309673,0.0515372803350779
"1901-1910",1901,1910,"large_fish_indicator","structural","absolute",2111,0.000188988596965145,0.00143597600257232,0.0037439260892492,-0.000945180424720027,-0.000369711758831881,0.00171137721089071,0.00793611505952929,0.00366702697030975,0.930366996351968,0.911117845077704,0.942321134084803,2111,0.0914258645191852,0.0189483657034581,0.0445286594031265,0.0468972051160587,0.930062637309673,0.0515372803350779
"1911-1920",1911,1920,"large_fish_indicator","structural","absolute",2111,0.00132666419740157,0.00281339953379342,0.00434722731052701,7.81665779235885e-05,0.000531471667995886,0.00330079786509835,0.0103578286756935,0.0257418355950499,0.931640551872922,0.913102650181321,0.943472366336665,2111,0.0994789199431549,0.0203694931312174,0.0416864045476078,0.0577925153955471,0.930062637309673,0.0515372803350779
"1921-1930",1921,1930,"large_fish_indicator","structural","absolute",2111,0.00050476284151546,0.00221939442711456,0.00505616881693678,-0.00089640030218302,-0.000259777630499891,0.00259384800538914,0.0109968709446073,0.00979413035056689,0.930721981407701,0.911749381795205,0.942771271081229,2111,0.0904784462340123,0.0189483657034581,0.0421601136901942,0.0483183325438181,0.930062637309673,0.0515372803350779
"1931-1940",1931,1940,"large_fish_indicator","structural","absolute",2111,0.00261431523701694,0.00679518604267577,0.0138145962270854,0.000188339237473301,0.00113408309383844,0.00676671228052361,0.0249574819952768,0.0507266821225247,0.933098575387354,0.916854686887559,0.944512590207429,2111,0.103742302226433,0.0180009474182852,0.0336333491236381,0.0701089531027949,0.930062637309673,0.0515372803350779
"1941-1950",1941,1950,"large_fish_indicator","structural","absolute",2111,0.00313117567254073,0.0110634759696978,0.0242297454495672,-0.000439320671763999,0.00092975532474604,0.010241409823475,0.0470054902435387,0.0607555472889313,0.934959256817755,0.92102572786014,0.945496888973463,2111,0.100426338228328,0.0189483657034581,0.0217906205589768,0.078635717669351,0.930062637309673,0.0515372803350779
"1951-1960",1951,1960,"large_fish_indicator","structural","absolute",2111,0.0043682092891163,0.0131552043519571,0.0258385402841265,0.000366109430218198,0.00198490441985771,0.0121862139035041,0.0533598225968912,0.0847582422028421,0.936361057860322,0.92313594464311,0.946188020741189,2111,0.118427285646613,0.0208432022738039,0.0180009474182852,0.100426338228328,0.930062637309673,0.0515372803350779
"1961-1970",1961,1970,"large_fish_indicator","structural","absolute",2111,0.00375712857087085,0.0133023668772313,0.0275911848776616,-0.000409980798765697,0.00133731083569277,0.0122790653069886,0.0560430153541591,0.072901180396856,0.935751717193335,0.922979946866836,0.945927203675462,2111,0.108005684509711,0.0213169114163903,0.0165798199905258,0.0914258645191852,0.930062637309673,0.0515372803350779
"1971-1980",1971,1980,"large_fish_indicator","structural","absolute",2111,0.0049037202089488,0.0148506566239332,0.0284531380895303,0.000384366291353355,0.00224658233273367,0.0141913963254313,0.059410471678739,0.0951489907318835,0.937277143518727,0.924696198763885,0.946798016528021,2111,0.129322595926101,0.0236854571293226,0.0151586925627665,0.114163903363335,0.930062637309673,0.0515372803350779
"1981-1990",1981,1990,"large_fish_indicator","structural","absolute",2111,0.00382696720662801,0.0140214770808209,0.0287049460925906,-0.000759026115370154,0.00124425233166281,0.0133170495741473,0.0607495167157099,0.0742562894616551,0.936159192097421,0.923271098742823,0.946550924399641,2111,0.112742775935576,0.025106584557082,0.0156324017053529,0.0971103742302226,0.930062637309673,0.0515372803350779
"1991-2000",1991,2000,"large_fish_indicator","structural","absolute",2111,0.00423945618469146,0.0147392950621656,0.029210282685412,-0.000637876147379868,0.00151586942877058,0.0141730430451256,0.0616461066158964,0.0822599903822623,0.936673832970572,0.924650963420409,0.946689060532679,2111,0.109900521080057,0.0246328754144955,0.01468498342018,0.0952155376598768,0.930062637309673,0.0515372803350779
"2001-2010",2001,2010,"large_fish_indicator","structural","absolute",2111,0.00530238420794971,0.0158120683603927,0.0294348955418823,0.000305642317354471,0.00230521357984043,0.0153460861515056,0.0638542297769708,0.10288443964205,0.937844964857744,0.925221804626033,0.947647214365911,2111,0.142112742775936,0.02936996684036,0.0132638559924207,0.128848886783515,0.930062637309673,0.0515372803350779
"1841-1850",1841,1850,"fish_lfi","structural","absolute",2111,0.000702386437320457,0.000631791614879523,0.000582236790299565,-0.000228624913546971,0.00043261346961268,0.000896732655684906,0.0013372508504384,0.0162736651726538,0.487808249193826,0.46341753616105,0.514110063714259,2111,0.104689720511606,0.0236854571293226,0.0506868782567504,0.0540028422548555,0.487265092732339,0.0431609247129371
"1851-1860",1851,1860,"fish_lfi","structural","absolute",2111,-0.000702386437320457,-0.000631791614879522,0.000582236790299562,-0.00133725085043834,-0.000896732655684906,-0.000432613469612653,0.00022862491354711,-0.0162736651726538,0.486555949682278,0.462130038105975,0.512213202000098,2111,0.098531501657982,0.0194220748460445,0.0506868782567504,0.0478446234012316,0.487265092732339,0.0431609247129371
"1861-1870",1861,1870,"fish_lfi","structural","absolute",2111,-0.000387160328960856,-0.000316747829718324,0.00122379587596971,-0.0019737561008806,-0.000924629506336455,0.000127945973644378,0.00145656638295105,-0.00897015834428608,0.486860272281593,0.462564606094495,0.512811094480308,2111,0.100426338228328,0.0208432022738039,0.049265750828991,0.0511605873993368,0.487265092732339,0.0431609247129371
"1871-1880",1871,1880,"fish_lfi","structural","absolute",2111,-0.000621283332842892,-0.000297782765660002,0.00192153493974295,-0.00201924573300782,-0.0011870752133204,5.4783071692821e-05,0.00302601942273487,-0.014394578822744,0.486691103832034,0.462630065358292,0.51234961949888,2111,0.0961629559450497,0.0184746565608716,0.0483183325438181,0.0478446234012316,0.487265092732339,0.0431609247129371
"1881-1890",1881,1890,"fish_lfi","structural","absolute",2111,-0.000173696981270122,0.000246625837039493,0.00236524706466708,-0.00217052389213043,-0.000840678564152708,0.000776475293357087,0.00426247002697669,-0.00402440361102962,0.487213951714417,0.463128711403618,0.512965226435357,2111,0.0990052108005685,0.0194220748460445,0.0473709142586452,0.0516342965419233,0.487265092732339,0.0431609247129371
"1891-1900",1891,1900,"fish_lfi","structural","absolute",2111,-0.000582115515003423,0.000101196079667592,0.00322325598522199,-0.00248383874923833,-0.00133437805431541,0.000499714136176749,0.00581947090716164,-0.0134870955354888,0.487301911844785,0.462945461375119,0.512606023169967,2111,0.0947418285172904,0.0170535291331123,0.0454760776882994,0.049265750828991,0.487265092732339,0.0431609247129371
"1901-1910",1901,1910,"fish_lfi","structural","absolute",2111,-0.000140899006309425,0.0006402737280981,0.00363240456707821,-0.00260141094500099,-0.000941533102799652,0.00127502757956743,0.00692768708021144,-0.00326450388277228,0.487872489200363,0.463342470067852,0.513319433768286,2111,0.0961629559450497,0.0184746565608716,0.0450023685457129,0.0511605873993368,0.487265092732339,0.0431609247129371
"1911-1920",1911,1920,"fish_lfi","structural","absolute",2111,-0.000495227671628351,0.000448683908413876,0.00493267678703724,-0.00303920037479688,-0.00149495724619281,0.000998053168117075,0.00842767440015238,-0.0114739819622055,0.48773410065551,0.463207240741702,0.512616292281165,2111,0.0937944102321175,0.0170535291331123,0.0445286594031265,0.049265750828991,0.487265092732339,0.0431609247129371
"1921-1930",1921,1930,"fish_lfi","structural","absolute",2111,-8.50486458129351e-05,0.000995395753887257,0.00484925420428318,-0.00305911663380198,-0.00107197635734957,0.00179150754350621,0.00935662743773907,-0.00197050101170429,0.48835234412607,0.46344243483129,0.513431095771265,2111,0.0942681193747039,0.0184746565608716,0.0435812411179536,0.0506868782567504,0.487265092732339,0.0431609247129371
"1931-1940",1931,1940,"fish_lfi","structural","absolute",2111,-0.00315515709606917,-0.00730392095403482,0.0153629144997979,-0.0355311984095792,-0.00831106277130911,-0.000736922002253448,0.00476514808347014,-0.0731021663009792,0.480860974236126,0.45623230538103,0.507941833473665,2111,0.108953102794884,0.0255802936996684,0.0734249171009,0.0355281856939839,0.487265092732339,0.0431609247129371
"1941-1950",1941,1950,"fish_lfi","structural","absolute",2111,-0.00233275195209426,-0.00377039280916441,0.0112416739905367,-0.0226234971226666,-0.00626237799419194,0.000111360523301213,0.0078960364453452,-0.0540477751023494,0.482514779321729,0.459127373843192,0.508553459183082,2111,0.0947418285172904,0.0161061108479394,0.0573188062529607,0.0374230222643297,0.487265092732339,0.0431609247129371
"1951-1960",1951,1960,"fish_lfi","structural","absolute",2111,-0.00253664479397608,-0.00245173153444757,0.0118018409403882,-0.0188555385767041,-0.00571749901895174,-5.40283712426037e-05,0.0115306280591067,-0.0587717897808558,0.483416519182262,0.460457148760045,0.508144734203104,2111,0.0772145902415917,0.0132638559924207,0.0402652771198484,0.0369493131217433,0.487265092732339,0.0431609247129371
"1961-1970",1961,1970,"fish_lfi","structural","absolute",2111,-0.00203302049903747,-0.0015669746262342,0.0129906084402853,-0.0173620628651943,-0.00510051202033968,0.000712666234098602,0.0139670348654339,-0.0471032655708624,0.483646832185184,0.461416179665197,0.509588552552875,2111,0.0767408810990052,0.0137375651350071,0.0393178588346755,0.0374230222643297,0.487265092732339,0.0431609247129371
"1971-1980",1971,1980,"fish_lfi","structural","absolute",2111,-0.00216421637229436,-0.00119755037523584,0.0146597940847338,-0.0179025570122613,-0.0052232841707742,0.000547243345853293,0.0169498531518403,-0.0501429565443405,0.484735563508551,0.461578791063294,0.509408243969328,2111,0.0762671719564188,0.0113690194220748,0.0393178588346755,0.0369493131217433,0.487265092732339,0.0431609247129371
"1981-1990",1981,1990,"fish_lfi","structural","absolute",2111,0.00117436489501327,0.00261695765297842,0.0155605929277024,-0.013867042502881,-0.00196757377343779,0.00447939265346417,0.0223960439735059,0.0272089836541723,0.488534170402296,0.465349130007522,0.513300506056808,2111,0.0857413548081478,0.0165798199905258,0.0355281856939839,0.0502131691141639,0.487265092732339,0.0431609247129371
"1991-2000",1991,2000,"fish_lfi","structural","absolute",2111,-0.00811409336462865,-0.0070336425153219,0.0151345067767632,-0.025761481295299,-0.0128640413292897,-0.00331062646343414,0.0124441842419195,-0.187996281789498,0.478097854648018,0.456472036112469,0.502888973658415,2111,0.0715300805305542,0.0104216011369019,0.0468972051160587,0.0246328754144955,0.487265092732339,0.0431609247129371
"2001-2010",2001,2010,"fish_lfi","structural","absolute",2111,0.00497370578387246,0.00717202326230344,0.0160437333735846,-0.00906805839254937,0.0012364644446734,0.00962850004380766,0.0297264462079188,0.115236311940778,0.491957054666807,0.47008879690594,0.517945658643732,2111,0.0928469919469446,0.0184746565608716,0.025106584557082,0.0677404073898626,0.487265092732339,0.0431609247129371
"1841-1850",1841,1850,"shannon_diversity","structural","absolute",2111,-0.00024521512853104,-0.000676849587466251,0.00203970808400818,-0.00357206649194497,-0.00115813813413945,0.000318035920094939,0.00133929525398435,-0.00158005814286842,1.80742535706698,1.71050104357509,1.87230461223575,2111,0.101847465656087,0.0213169114163903,0.0506868782567504,0.0511605873993368,1.80795661158603,0.155193737418978
"1851-1860",1851,1860,"shannon_diversity","structural","absolute",2111,0.00024521512853104,0.000676849587466256,0.00203970808400817,-0.00133929525398435,-0.000318035920094939,0.00115813813413967,0.00357206649194464,0.00158005814286842,1.80854402802569,1.7108795879809,1.8725646290565,2111,0.098531501657982,0.019895783988631,0.0487920416864045,0.0497394599715775,1.80795661158603,0.155193737418978
"1861-1870",1861,1870,"shannon_diversity","structural","absolute",2111,-0.00187608602679989,-0.0011239771390417,0.00578961223056191,-0.00622729321945459,-0.00327285258455945,-0.000934016999148302,0.00702082297692974,-0.0120886709605749,1.80631417477148,1.70857465693975,1.87110164153443,2111,0.0994789199431549,0.019895783988631,0.0511605873993368,0.0483183325438181,1.80795661158603,0.155193737418978
"1871-1880",1871,1880,"shannon_diversity","structural","absolute",2111,-0.0001752888038411,0.00135541963802055,0.00947281230617911,-0.00638667879857979,-0.00154845124347791,0.00142143030188568,0.0147239493047439,-0.001129483745648,1.80865679170216,1.71353573738173,1.87140621870484,2111,0.0966366650876362,0.0170535291331123,0.049265750828991,0.0473709142586452,1.80795661158603,0.155193737418978
"1881-1890",1881,1890,"shannon_diversity","structural","absolute",2111,-0.00245405778849417,-0.000449917510863327,0.0134810297794033,-0.0110672857261456,-0.00440807840721813,-0.0011882946671391,0.017942300549639,-0.0158128660943896,1.80588755492951,1.70988992024674,1.86972950281289,2111,0.0994789199431549,0.0175272382756987,0.0525817148270962,0.0468972051160587,1.80795661158603,0.155193737418978
"1891-1900",1891,1900,"shannon_diversity","structural","absolute",2111,-0.000612986895997647,0.00207253430004991,0.0174509417525986,-0.0113081219166619,-0.0027587406136349,0.00136286235890903,0.0255044110985552,-0.00394981721680405,1.80801697445668,1.7120610253771,1.87088158921526,2111,0.0990052108005685,0.0156324017053529,0.0497394599715775,0.049265750828991,1.80795661158603,0.155193737418978
"1901-1910",1901,1910,"shannon_diversity","structural","absolute",2111,-0.0029236610846386,0.00022290986486774,0.0208216723842324,-0.016059471402564,-0.00538679513787321,-0.00142223144153608,0.0276570506537991,-0.0188387826291312,1.80555895565671,1.71051060341865,1.86989026519969,2111,0.102321174798674,0.0165798199905258,0.0530554239696826,0.049265750828991,1.80795661158603,0.155193737418978
"1911-1920",1911,1920,"shannon_diversity","structural","absolute",2111,-0.00106715662144108,0.00234776296384101,0.0242980257517211,-0.0163637129200452,-0.00403436844279992,0.00122565159981336,0.0346980487340472,-0.00687628662850012,1.80770979497403,1.71376566539011,1.8710889915788,2111,0.0975840833728091,0.0161061108479394,0.0487920416864045,0.0487920416864045,1.80795661158603,0.155193737418978
"1921-1930",1921,1930,"shannon_diversity","structural","absolute",2111,-0.00341772616477609,-0.000209768253261251,0.0302119607204009,-0.0213345739846023,-0.00636693328834903,-0.00162047502635654,0.0346056293435021,-0.0220223201117273,1.8059514745411,1.71078591374279,1.86930296361587,2111,0.0999526290857414,0.0175272382756987,0.0525817148270962,0.0473709142586452,1.80795661158603,0.155193737418978
"1931-1940",1931,1940,"shannon_diversity","structural","absolute",2111,-0.00717295483590363,-0.00522592259394164,0.0519472900859364,-0.0401471776120074,-0.0178905533517321,-0.00135518400545509,0.0563833063094784,-0.046219357528189,1.80300243693452,1.70560268119895,1.8646632863557,2111,0.0914258645191852,0.01468498342018,0.0530554239696826,0.0383704405495026,1.80795661158603,0.155193737418978
"1941-1950",1941,1950,"shannon_diversity","structural","absolute",2111,-0.0131897439100357,-0.013000039621081,0.0718138827886109,-0.060567608609252,-0.0294952051665015,-0.00551474374137884,0.0764919374547619,-0.0849888927826204,1.79764344671634,1.70044278542432,1.85815490715116,2111,0.0852676456655613,0.0165798199905258,0.0563713879677878,0.0288962576977736,1.80795661158603,0.155193737418978
"1951-1960",1951,1960,"shannon_diversity","structural","absolute",2111,-0.0144878335588232,-0.0160214147314051,0.080959254009289,-0.0779264477729226,-0.035392365935686,-0.00391983082575198,0.0841539433222096,-0.0933532099926832,1.79554225451972,1.69825657398019,1.85366089955034,2111,0.0828990999526291,0.0165798199905258,0.0577925153955471,0.025106584557082,1.80795661158603,0.155193737418978
"1961-1970",1961,1970,"shannon_diversity","structural","absolute",2111,-0.018317311833014,-0.0192240425839217,0.0845676461536838,-0.0811058040665752,-0.0393031570728426,-0.0071852382983838,0.0808934649562829,-0.11802867910554,1.79128862599508,1.69437023800624,1.8512662622881,2111,0.0833728090952155,0.0175272382756987,0.0592136428233065,0.024159166271909,1.80795661158603,0.155193737418978
"1971-1980",1971,1980,"shannon_diversity","structural","absolute",2111,-0.0194498277414159,-0.0204198490357471,0.0998136129938244,-0.0998861463637676,-0.0459602600647336,-0.00501883909320033,0.0901003691153699,-0.1253261121543,1.79093668710796,1.69661322816962,1.85114208561699,2111,0.0710563713879678,0.0137375651350071,0.0558976788252013,0.0151586925627665,1.80795661158603,0.155193737418978
"1981-1990",1981,1990,"shannon_diversity","structural","absolute",2111,-0.032772229510075,-0.0391860162160819,0.113506175664007,-0.142220977462716,-0.0637773563548972,-0.0159842776839041,0.0787264641576051,-0.211169793672791,1.77618881274792,1.67715340379635,1.84008145565825,2111,0.0800568450971104,0.0165798199905258,0.0715300805305542,0.00852676456655613,1.80795661158603,0.155193737418978
"1991-2000",1991,2000,"shannon_diversity","structural","absolute",2111,-0.0187419721626991,-0.0271265975588339,0.127676751233449,-0.126445509982354,-0.0510424805286942,-0.00105021749250023,0.0809110851565131,-0.120765002985276,1.78729870410461,1.68950820828834,1.84553823351776,2111,0.0558976788252013,0.0137375651350071,0.0473709142586452,0.00852676456655613,1.80795661158603,0.155193737418978
"2001-2010",2001,2010,"shannon_diversity","structural","absolute",2111,-0.0279430099779494,-0.0368862885219223,0.130495717880012,-0.13408278755985,-0.0560481009238084,-0.012609046685193,0.0713307331138144,-0.180052432802178,1.78201034064142,1.68229249423927,1.84374615224765,2111,0.0753197536712459,0.0156324017053529,0.0658455708195168,0.00947418285172904,1.80795661158603,0.155193737418978
"1841-1850",1841,1850,"w_statistic","structural","absolute",2111,0.000452823933578483,0.00106867852417834,0.00143538110744511,4.67706711637511e-05,0.000248155181599014,0.0013280424483087,0.00464653013038818,0.0026349700372955,0.319513344490776,0.277765951231821,0.406662761129419,2111,0.100900047370914,0.0213169114163903,0.049265750828991,0.0516342965419233,0.318683333894042,0.171851644295453
"1851-1860",1851,1860,"w_statistic","structural","absolute",2111,-0.000452823933578428,-0.00106867852417834,0.00143538110744511,-0.00464653013038818,-0.0013280424483087,-0.000248155181599041,-4.67706711637789e-05,-0.00263497003729518,0.317781218215303,0.276960082161038,0.403555519918582,2111,0.0994789199431549,0.0194220748460445,0.0502131691141639,0.049265750828991,0.318683333894042,0.171851644295453
"1861-1870",1861,1870,"w_statistic","structural","absolute",2111,-0.00106240591541312,-0.00277693251135434,0.00416321258415335,-0.0129159893181645,-0.00351269880337132,-0.000326625652986023,1.86546419115863e-05,-0.00618211085363023,0.317460970266,0.276722207536012,0.400711159833878,2111,0.0966366650876362,0.0184746565608716,0.0502131691141639,0.0464234959734723,0.318683333894042,0.171851644295453
"1871-1880",1871,1880,"w_statistic","structural","absolute",2111,-0.00169360446425409,-0.00466361274187234,0.00694643384436323,-0.0216193317227351,-0.00587209642594247,-0.000672907353887475,-0.00015331549631814,-0.00985503787989595,0.316100598501135,0.276138730240126,0.39757082635509,2111,0.0961629559450497,0.0180009474182852,0.0506868782567504,0.0454760776882994,0.318683333894042,0.171851644295453
"1881-1890",1881,1890,"w_statistic","structural","absolute",2111,-0.00231355130345695,-0.00634417813784326,0.00972759515372564,-0.0295334551676163,-0.00798290904667931,-0.000754767501109338,-0.000173362549043668,-0.0134624915166911,0.315911591347067,0.275788213219098,0.395271242918225,2111,0.0952155376598768,0.0180009474182852,0.0511605873993368,0.04405495026054,0.318683333894042,0.171851644295453
"1891-1900",1891,1900,"w_statistic","structural","absolute",2111,-0.00286639692096868,-0.00821802591616098,0.012721173779047,-0.0380280213075089,-0.010216770704311,-0.00108955540642502,-0.000267736180274494,-0.0166794849867173,0.315127783681653,0.275456513432695,0.393552287066705,2111,0.0947418285172904,0.0180009474182852,0.0525817148270962,0.0421601136901942,0.318683333894042,0.171851644295453
"1901-1910",1901,1910,"w_statistic","structural","absolute",2111,-0.00346794933720565,-0.00993002482346767,0.016326244293888,-0.0455419885322748,-0.0122322105243653,-0.0011172592407119,-0.000313692315923486,-0.0201799019812894,0.314341581805596,0.275024182050132,0.392458668188295,2111,0.0942681193747039,0.0175272382756987,0.054476551397442,0.039791567977262,0.318683333894042,0.171851644295453
"1911-1920",1911,1920,"w_statistic","structural","absolute",2111,-0.00395975326520998,-0.0120428949705988,0.0251853710562789,-0.0537147260001916,-0.014380098015129,-0.0014807615493693,-0.000353257275513885,-0.0230416955359603,0.313802612931128,0.274675618442693,0.390323948739014,2111,0.093320701089531,0.0165798199905258,0.0563713879677878,0.0369493131217433,0.318683333894042,0.171851644295453
"1921-1930",1921,1930,"w_statistic","structural","absolute",2111,-0.00454017061160147,-0.0138502965300458,0.0301636911282167,-0.0609188762207201,-0.0163113862227228,-0.00148369158504326,-0.000400007077621278,-0.0264191281393611,0.313172366532168,0.274352861490631,0.387525937208265,2111,0.0928469919469446,0.0161061108479394,0.0577925153955471,0.0350544765513974,0.318683333894042,0.171851644295453
"1931-1940",1931,1940,"w_statistic","structural","absolute",2111,-0.0135309651373594,-0.0323241288444073,0.0544354856076114,-0.116473108827769,-0.0395359370935331,-0.00496473473382764,-0.00110070271464421,-0.0787363146441387,0.299703063226908,0.266006305439922,0.362471868526877,2111,0.0956892468024633,0.0165798199905258,0.0663192799621033,0.02936996684036,0.318683333894042,0.171851644295453
"1941-1950",1941,1950,"w_statistic","structural","absolute",2111,-0.0182503752136352,-0.0443205133452231,0.0723404108437223,-0.162962699216802,-0.0537009584123477,-0.00710051568359356,-0.00152140355623143,-0.106198432307453,0.291388832085056,0.260397281912337,0.346871862311265,2111,0.104689720511606,0.0180009474182852,0.0810042633822833,0.0236854571293226,0.318683333894042,0.171851644295453
"1951-1960",1951,1960,"w_statistic","structural","absolute",2111,-0.0209370973152898,-0.05108650890392,0.0810882747961575,-0.186766063179099,-0.0623962597842839,-0.00847927897868463,-0.00185931512215698,-0.121832394453521,0.287163254541922,0.257878845724197,0.341011992578522,2111,0.11084793936523,0.0194220748460445,0.0885836096636665,0.0222643297015632,0.318683333894042,0.171851644295453
"1961-1970",1961,1970,"w_statistic","structural","absolute",2111,-0.0222572001258831,-0.0548315165235077,0.0858618551850549,-0.1938190117441,-0.067421235644527,-0.00926351819038879,-0.00195239486101495,-0.129514036465184,0.285878230797068,0.256172964543038,0.337876480092524,2111,0.112742775935576,0.019895783988631,0.0928469919469446,0.019895783988631,0.318683333894042,0.171851644295453
"1971-1980",1971,1980,"w_statistic","structural","absolute",2111,-0.0235559857373678,-0.0681013154533346,0.107994436524474,-0.280024419334188,-0.0773614887058213,-0.0101839053314595,-0.00249798600092582,-0.137071634280494,0.283252944028538,0.254360144136718,0.328442221153267,2111,0.107058266224538,0.0175272382756987,0.098531501657982,0.00852676456655613,0.318683333894042,0.171851644295453
"1981-1990",1981,1990,"w_statistic","structural","absolute",2111,-0.0266032284701489,-0.0786106348353762,0.130200705010269,-0.32615105865042,-0.0831494145554145,-0.0121819487526525,-0.00406251350940437,-0.154803456081059,0.278143947590781,0.249184248511177,0.319374287855847,2111,0.117953576504027,0.0213169114163903,0.111321648507816,0.00663192799621033,0.318683333894042,0.171851644295453
"1991-2000",1991,2000,"w_statistic","structural","absolute",2111,-0.0266331735051236,-0.0803674642105209,0.133876315511488,-0.336173560320498,-0.0854934464052934,-0.0120337948260912,-0.00340124912458908,-0.154977705417441,0.278137330423502,0.250844325290518,0.316886826285755,2111,0.111321648507816,0.0203694931312174,0.107058266224538,0.00426338228327807,0.318683333894042,0.171851644295453
"2001-2010",2001,2010,"w_statistic","structural","absolute",2111,-0.0249262617208554,-0.0792942496922385,0.135972880720604,-0.337572645649899,-0.0829498303642712,-0.0107260898642318,-0.00282500531313154,-0.145045232607733,0.278916372931154,0.250757703697787,0.319986866470873,2111,0.112742775935576,0.0227380388441497,0.10942681193747,0.00331596399810516,0.318683333894042,0.171851644295453
"1841-1850",1841,1850,"production_biomass_ratio","structural","absolute",2111,-0.00323982898634645,-0.00303707749832891,0.00399818627219452,-0.00921189863364114,-0.00544182462039933,-0.000276406517912164,0.00320029847629222,-0.00392459078301872,2.56015969671377,1.94234078735021,3.14648929405051,2111,0.100900047370914,0.0203694931312174,0.0521080056845097,0.0487920416864045,2.56369305383731,0.825520204645243
"1851-1860",1851,1860,"production_biomass_ratio","structural","absolute",2111,0.00323982898634645,0.00303707749832892,0.00399818627219452,-0.003200298476292,0.000276406517911054,0.00544182462039977,0.00921189863364036,0.00392459078301872,2.56552435018822,1.94984702297463,3.14461318577395,2111,0.100426338228328,0.019895783988631,0.049265750828991,0.0511605873993368,2.56369305383731,0.825520204645243
"1861-1870",1861,1870,"production_biomass_ratio","structural","absolute",2111,-0.00614290203274681,-0.00389473610930546,0.011394515710958,-0.0179143993584687,-0.0108851783298449,0.000511030002829149,0.0183989250429955,-0.00744124976975778,2.55951165654593,1.93823900548241,3.14243791671156,2111,0.105637138796779,0.0203694931312174,0.0558976788252013,0.0497394599715775,2.56369305383731,0.825520204645243
"1871-1880",1871,1880,"production_biomass_ratio","structural","absolute",2111,0.0067097558294642,0.0111990878536049,0.0135610249681543,-0.00163113952370164,0.00317305760984965,0.0150006771437399,0.0384059113800619,0.00812791230512358,2.5724458503523,1.95507918953706,3.15064858750078,2111,0.0990052108005685,0.0189483657034581,0.0468972051160587,0.0521080056845097,2.56369305383731,0.825520204645243
"1881-1890",1881,1890,"production_biomass_ratio","structural","absolute",2111,-0.00280600929180164,0.00387304413160716,0.021360630565212,-0.0165896468510194,-0.0092606024167895,0.0107518605027027,0.0476996584094224,-0.00339908009036252,2.56895317673148,1.94248841288158,3.1491580396323,2111,0.104689720511606,0.0194220748460445,0.0530554239696826,0.0516342965419233,2.56369305383731,0.825520204645243
"1891-1900",1891,1900,"production_biomass_ratio","structural","absolute",2111,0.00953145265142519,0.0184441343708428,0.024852537101524,-0.000856692126347092,0.00448604106869355,0.02524008462479,0.0667119620464628,0.0115459956010661,2.58256903421389,1.96063999188031,3.15575922074535,2111,0.098531501657982,0.0189483657034581,0.0450023685457129,0.0535291331122691,2.56369305383731,0.825520204645243
"1901-1910",1901,1910,"production_biomass_ratio","structural","absolute",2111,2.9271406715603e-05,0.0104028016788202,0.0351463748078189,-0.0157028567096895,-0.00809936467819439,0.0208038284972875,0.0754683507211031,3.54581348232198e-05,2.5766750754811,1.94524438607242,3.1509765169139,2111,0.102321174798674,0.0194220748460445,0.0502131691141639,0.0521080056845097,2.56369305383731,0.825520204645243
"1911-1920",1911,1920,"production_biomass_ratio","structural","absolute",2111,0.0121802084536622,0.023960173410967,0.0476563521870262,-0.000389332776971951,0.0056050791498975,0.0349867466970508,0.0952294315338079,0.0147545855148348,2.59237198436174,1.96552358249228,3.1575935062902,2111,0.0947418285172904,0.0189483657034581,0.0407389862624349,0.0540028422548555,2.56369305383731,0.825520204645243
"1921-1930",1921,1930,"production_biomass_ratio","structural","absolute",2111,0.00286878454944928,0.0144304551482226,0.0738330898496797,-0.0150592131705692,-0.00701648552963485,0.0301076559825382,0.102051900275392,0.00347512336258578,2.58626013583179,1.94681794149747,3.1531050563675,2111,0.103742302226433,0.0208432022738039,0.0497394599715775,0.0540028422548555,2.56369305383731,0.825520204645243
"1931-1940",1931,1940,"production_biomass_ratio","structural","absolute",2111,0.0295332103495427,0.0575366141918441,0.136153895552052,0.00252879243806037,0.0117814498725439,0.0790200536660477,0.237399151177046,0.0357752725897657,2.63980054062969,1.98734351098174,3.20445096016049,2111,0.0942681193747039,0.0213169114163903,0.0364756039791568,0.0577925153955471,2.56369305383731,0.825520204645243
"1941-1950",1941,1950,"production_biomass_ratio","structural","absolute",2111,0.0318658413983597,0.0763979820899293,0.188307307203513,-0.00882738514647308,0.00570756604554579,0.105707195001895,0.364076507261552,0.0386009224475053,2.65482616981586,1.98700437555215,3.23823521080559,2111,0.098531501657982,0.0227380388441497,0.0378967314069162,0.0606347702510658,2.56369305383731,0.825520204645243
